ShipAvg,customer_zip_code_prefix
Slow,11704
Slow,11705
Slow,11706
Standard,11707
Standard,11708
Slow,11709
Standard,11710
Slow,11711
Slow,11712
Slow,11713
Slow,11714
Slow,11717
Standard,11718
Slow,11719
"Very slow",11721
Slow,11722
Slow,11723
"Very slow",11724
Slow,11725
Slow,11730
Slow,11740
Slow,11750
"Very slow",11760
Slow,11790
Slow,11800
Slow,11850
Slow,11900
Slow,11910
Slow,11920
Standard,11925
Slow,11930
Slow,11940
Slow,11950
"Very slow",11955
"Very slow",11960
"Very slow",11990
Slow,12010
Slow,12020
Slow,12030
Slow,12031
Slow,12032
Slow,12040
Slow,12041
Slow,12042
Slow,12043
Slow,12050
Slow,12051
Slow,12052
Slow,12053
Slow,12060
Slow,12061
Slow,12062
Slow,12070
Slow,12071
Slow,12072
Slow,12080
Slow,12081
Slow,12082
Slow,12086
Slow,12090
"Very slow",12091
Slow,12092
Standard,12093
Standard,12095
Slow,12120
Slow,12130
Slow,12140
Slow,12170
"Very slow",12180
Slow,12209
Standard,12210
Slow,12211
"Very slow",12212
Slow,12213
Slow,12214
Slow,12215
Slow,12216
Slow,12220
Slow,12221
Slow,12223
Slow,12224
Slow,12225
Slow,12226
Slow,12227
Standard,12228
Standard,12229
Slow,12230
Slow,12231
Slow,12232
Standard,12233
Slow,12234
Slow,12235
Standard,12236
Slow,12237
Slow,12238
Slow,12239
Slow,12240
Slow,12241
Slow,12242
Slow,12243
Slow,12244
Slow,12245
Slow,12246
Slow,12247
Standard,12248
Slow,12260
Slow,12270
Slow,12280
Slow,12281
Slow,12282
Slow,12283
Standard,12284
Slow,12285
Slow,12286
Slow,12287
Slow,12288
Slow,12289
Slow,12294
Standard,12297
Slow,12301
Standard,12302
Standard,12305
Standard,12306
Slow,12307
Slow,12308
Slow,12309
Standard,12310
Standard,12311
Slow,12312
Slow,12315
Slow,12318
Standard,12319
Slow,12320
Slow,12321
"Very slow",12322
"Very slow",12323
Slow,12324
Standard,12325
Standard,12327
Slow,12328
Standard,12329
Standard,12330
Slow,12332
Standard,12333
"Very slow",12334
Slow,12335
Priority,12341
Slow,12350
Slow,12380
Slow,12400
Slow,12401
Slow,12402
Slow,12403
Standard,12405
Slow,12410
Slow,12411
Slow,12412
Standard,12413
Slow,12414
Slow,12420
Slow,12421
Slow,12422
Slow,12423
Slow,12424
Slow,12425
Slow,12440
Slow,12441
"Very slow",12442
Standard,12443
Slow,12444
Standard,12445
Standard,12446
Slow,12450
Slow,12460
Slow,12490
Slow,12501
Slow,12502
Slow,12503
Slow,12505
"Very slow",12506
"Very slow",12507
Slow,12509
Slow,12512
Slow,12513
Slow,12514
Slow,12515
Slow,12516
"Very slow",12517
Slow,12518
Slow,12519
Standard,12520
Slow,12522
Slow,12523
Standard,12524
Slow,12525
Slow,12530
Slow,12570
Standard,12580
Slow,12600
Slow,12601
Standard,12602
Slow,12603
"Very slow",12604
Slow,12605
Slow,12606
Standard,12607
Slow,12608
Slow,12609
Slow,12610
Slow,12620
Slow,12630
Slow,12690
Slow,12701
Slow,12702
Slow,12703
"Very slow",12704
Standard,12705
Slow,12710
"Very slow",12711
Slow,12712
Slow,12720
Slow,12721
Standard,12722
Standard,12730
Slow,12760
Slow,12770
"Very slow",12800
Slow,12820
"Very slow",12830
Slow,12850
Slow,12870
Standard,12900
Priority,12902
Slow,12903
Standard,12904
Standard,12906
Standard,12908
Standard,12910
Slow,12912
Standard,12914
Slow,12916
Slow,12917
Standard,12918
Slow,12919
Slow,12922
Slow,12924
Slow,12926
Standard,12927
Standard,12929
Slow,12930
Slow,12935
Slow,12940
Slow,12941
Slow,12942
Slow,12943
Slow,12944
Standard,12945
Slow,12946
Slow,12947
"Very slow",12948
Slow,12949
Slow,12950
Slow,12951
Slow,12952
Slow,12953
Slow,12954
Slow,12955
Slow,12960
Slow,12970
Slow,12980
Standard,12990
Slow,12995
Slow,13010
Standard,13012
Standard,13013
Slow,13015
Slow,13020
Standard,13023
Slow,13024
Slow,13025
Slow,13026
Slow,13030
Slow,13031
Slow,13032
Slow,13033
Slow,13034
Slow,13035
Slow,13036
Slow,13040
Slow,13041
Slow,13042
Standard,13043
Slow,13044
Standard,13045
Slow,13046
Slow,13049
Slow,13050
Slow,13051
"Very slow",13052
Slow,13053
"Very slow",13054
"Very slow",13056
Slow,13057
"Very slow",13058
Slow,13059
Slow,13060
Slow,13061
"Very slow",13063
Slow,13064
"Very slow",13065
Slow,13067
Slow,13068
Slow,13069
Slow,13070
Slow,13073
Slow,13075
Slow,13076
Slow,13077
Slow,13080
Slow,13081
Slow,13082
Slow,13083
Slow,13084
Slow,13085
Slow,13086
Slow,13087
Slow,13088
Slow,13090
Slow,13091
Slow,13092
Slow,13097
Slow,13098
Slow,13099
Standard,13100
Slow,13101
Slow,13104
Slow,13105
Standard,13106
Priority,13107
Slow,13140
Slow,13141
"Very slow",13142
Slow,13144
Slow,13145
Slow,13146
Standard,13147
Standard,13148
Slow,13150
Slow,13152
Standard,13155
Slow,13157
Slow,13160
Slow,13165
Slow,13170
Slow,13171
Slow,13172
Slow,13173
Standard,13174
Slow,13175
Slow,13177
Slow,13178
Slow,13179
Slow,13180
Slow,13181
Slow,13183
"Very slow",13184
Slow,13185
Slow,13186
Slow,13187
Slow,13188
Slow,13189
Slow,13190
Standard,13201
Slow,13202
Slow,13203
Slow,13205
Slow,13206
Slow,13207
Slow,13208
Slow,13209
Standard,13210
Slow,13211
Slow,13212
Slow,13213
Slow,13214
Slow,13215
Slow,13216
Slow,13218
Slow,13219
Slow,13220
Slow,13222
Slow,13223
Slow,13224
Slow,13225
"Very slow",13226
Slow,13230
Slow,13231
Slow,13232
Slow,13233
Slow,13234
Slow,13236
"Very slow",13238
Slow,13240
Slow,13250
Slow,13251
Slow,13252
Slow,13253
Slow,13254
Standard,13255
Standard,13256
Slow,13257
Slow,13260
Standard,13270
Slow,13271
Slow,13272
Slow,13273
Slow,13274
Slow,13275
Standard,13276
Slow,13277
Slow,13278
"Very slow",13279
Slow,13280
Slow,13282
Standard,13283
Slow,13284
Slow,13285
Slow,13286
Slow,13287
"Very slow",13288
Standard,13289
Slow,13290
Slow,13295
Slow,13300
Slow,13301
Standard,13304
Standard,13305
Slow,13306
Slow,13308
Slow,13309
Slow,13310
Slow,13311
Slow,13312
Slow,13313
Slow,13315
Slow,13318
Standard,13320
Slow,13321
Slow,13322
Standard,13323
Standard,13324
Standard,13326
"Very slow",13327
Slow,13329
Standard,13330
Standard,13331
Standard,13332
Slow,13333
Slow,13334
Slow,13335
Standard,13336
Slow,13337
Slow,13338
Slow,13339
Slow,13340
Slow,13341
Standard,13342
Slow,13343
Slow,13344
Slow,13345
Slow,13346
Slow,13347
Slow,13348
Standard,13349
Slow,13350
Slow,13360
Slow,13370
"Very slow",13375
Slow,13380
Slow,13382
Slow,13385
Slow,13386
"Very slow",13387
Slow,13389
Slow,13390
Slow,13400
Standard,13401
Slow,13402
Standard,13403
Slow,13405
Slow,13406
Slow,13408
Standard,13409
Standard,13411
Slow,13412
Standard,13413
Slow,13414
Slow,13415
Slow,13416
Slow,13417
Standard,13418
Standard,13419
Standard,13420
Slow,13421
Slow,13422
Slow,13423
Slow,13424
Slow,13425
Slow,13426
Standard,13427
Standard,13428
Standard,13432
Standard,13440
Slow,13450
Slow,13451
Slow,13452
Slow,13453
Slow,13454
Slow,13455
Slow,13456
Slow,13457
Slow,13458
Standard,13459
Standard,13460
Standard,13465
Slow,13466
Slow,13467
Slow,13468
Slow,13469
Slow,13470
Slow,13471
Standard,13472
Standard,13473
Slow,13474
Standard,13475
Slow,13476
Slow,13477
Slow,13478
Slow,13479
Slow,13480
Slow,13481
Slow,13482
Standard,13483
Slow,13484
Slow,13485
Slow,13486
Slow,13487
Slow,13490
Slow,13495
Slow,13500
Slow,13501
Slow,13502
Standard,13503
Slow,13504
Slow,13505
Slow,13506
Slow,13510
"Very slow",13515
Slow,13520
"Very slow",13525
"Very slow",13530
Slow,13540
Slow,13550
Slow,13560
Slow,13561
Slow,13562
Slow,13563
Slow,13564
Slow,13565
Slow,13566
Slow,13567
Slow,13568
Slow,13569
Slow,13570
Slow,13571
Slow,13572
Standard,13573
Slow,13574
Slow,13575
"Very slow",13580
Slow,13590
Slow,13600
Slow,13601
Slow,13602
Slow,13603
Slow,13604
Slow,13605
Slow,13606
Slow,13607
Slow,13608
Slow,13609
Slow,13610
Slow,13611
Slow,13612
Slow,13613
Slow,13614
"Very slow",13615
Slow,13616
"Very slow",13617
Slow,13625
Slow,13630
Slow,13631
Slow,13632
Slow,13633
Slow,13635
Slow,13636
Slow,13640
Slow,13641
Slow,13643
Slow,13650
Slow,13660
Slow,13670
Slow,13690
Slow,13700
Slow,13707
Slow,13710
Slow,13715
Slow,13720
Slow,13730
Slow,13731
Slow,13732
Slow,13733
Slow,13735
Slow,13736
Slow,13737
Slow,13760
Slow,13770
Slow,13780
"Very slow",13790
Slow,13800
Slow,13801
Standard,13802
Slow,13803
Standard,13806
Slow,13807
Standard,13808
Slow,13820
Slow,13825
Slow,13830
Slow,13835
Slow,13840
Slow,13841
Standard,13842
Slow,13843
Slow,13844
Slow,13845
Slow,13846
Slow,13847
Slow,13848
Slow,13855
Slow,13857
Slow,13860
Slow,13870
Slow,13871
Slow,13872
Slow,13873
Slow,13874
Slow,13875
"Very slow",13876
"Very slow",13877
Slow,13880
Slow,13890
Slow,13900
Slow,13901
Slow,13902
"Very slow",13903
Slow,13904
Slow,13905
Slow,13908
Slow,13909
Standard,13910
Standard,13911
Priority,13912
Standard,13915
Slow,13920
Slow,13930
Slow,13940
Slow,13950
Slow,13960
Slow,13970
Slow,13971
Slow,13972
Slow,13973
Slow,13974
"Very slow",13976
Slow,13977
Slow,13986
Slow,13990
Slow,13995
Slow,14010
Slow,14015
Slow,14020
Slow,14021
"Very slow",14022
Slow,14024
Slow,14025
Slow,14026
Slow,14027
Slow,14030
Slow,14031
Slow,14040
Slow,14050
Slow,14051
Slow,14055
Slow,14056
Slow,14057
Slow,14060
Standard,14061
Slow,14062
Slow,14065
Standard,14066
Standard,14070
Slow,14071
Slow,14075
Slow,14076
Slow,14077
Slow,14079
Slow,14080
Slow,14085
Slow,14090
Slow,14091
Slow,14092
Slow,14093
Slow,14094
Slow,14095
Slow,14096
Standard,14097
Slow,14098
Slow,14110
Slow,14115
Slow,14120
Slow,14140
Slow,14150
Slow,14160
Standard,14161
Slow,14165
"Very slow",14166
"Very slow",14169
Slow,14170
Slow,14171
Slow,14175
Slow,14177
Standard,14178
Slow,14179
Slow,14180
Slow,14200
Slow,14210
Slow,14240
Slow,14260
Slow,14270
Slow,14300
Slow,14340
Slow,14350
Standard,14390
Slow,14400
Slow,14401
Slow,14402
Slow,14403
Slow,14404
Slow,14405
Slow,14406
Slow,14407
Slow,14408
Slow,14409
"Very slow",14412
"Very slow",14415
Slow,14440
Slow,14450
Slow,14460
"Very slow",14470
Standard,14490
Slow,14500
Slow,14530
Slow,14540
Slow,14570
Slow,14580
"Very slow",14600
"Very slow",14610
Slow,14620
Slow,14640
Slow,14660
Slow,14670
Slow,14680
Slow,14700
Slow,14701
Slow,14702
Slow,14706
Slow,14708
Standard,14709
Slow,14711
Slow,14720
Standard,14725
Slow,14730
Slow,14735
Slow,14740
Slow,14745
Slow,14750
Standard,14760
Slow,14770
Standard,14775
Slow,14780
Slow,14781
Slow,14783
Slow,14784
"Very slow",14785
Slow,14786
Slow,14787
Slow,14790
Slow,14795
Slow,14800
Slow,14801
Slow,14802
Standard,14803
Slow,14804
Slow,14805
Slow,14806
Slow,14807
Slow,14808
Slow,14810
Slow,14811
Slow,14813
Slow,14815
Slow,14820
Standard,14825
Slow,14830
Slow,14835
Slow,14840
Slow,14850
"Very slow",14860
"Very slow",14870
Slow,14871
Slow,14875
Slow,14882
Slow,14883
Slow,14887
Slow,14890
Slow,14900
Slow,14907
Slow,14910
Slow,14920
Slow,14930
Slow,14935
Slow,14940
Slow,14955
Slow,14960
Slow,14980
Standard,14990
Slow,15010
Slow,15013
Standard,15014
Slow,15015
Standard,15020
Slow,15025
Slow,15030
"Very slow",15035
Slow,15038
Slow,15040
Standard,15041
Standard,15042
Slow,15043
Standard,15044
Slow,15045
Slow,15046
Standard,15047
Slow,15050
Slow,15051
Slow,15052
Slow,15053
Slow,15054
Slow,15055
Slow,15056
Slow,15057
Slow,15060
Slow,15061
Standard,15062
Slow,15063
Slow,15070
Slow,15075
Slow,15076
Slow,15077
Slow,15080
Slow,15081
Slow,15084
Slow,15085
Slow,15086
Slow,15090
Slow,15091
Slow,15092
Slow,15093
Slow,15105
Slow,15108
Slow,15110
Slow,15115
Slow,15120
Slow,15130
Slow,15140
Slow,15150
Slow,15154
Slow,15155
Slow,15160
Slow,15170
Slow,15190
Slow,15200
Slow,15220
Slow,15230
Slow,15240
Standard,15260
"Very slow",15265
"Very slow",15270
Slow,15275
"Very slow",15285
"Very slow",15290
Slow,15300
Standard,15310
"Very slow",15315
Slow,15320
Slow,15330
Slow,15350
Slow,15355
Slow,15360
Slow,15367
Slow,15370
Slow,15380
Slow,15385
Slow,15390
Slow,15400
Standard,15410
Slow,15420
Standard,15425
Slow,15440
Slow,15450
Slow,15460
Slow,15470
Slow,15480
Slow,15490
Standard,15495
Slow,15500
Slow,15501
Slow,15502
Slow,15503
Slow,15505
Slow,15520
Slow,15525
Slow,15530
Slow,15540
Slow,15550
Slow,15560
Slow,15570
Slow,15580
Slow,15600
Slow,15620
Standard,15625
Slow,15630
Slow,15650
Slow,15670
Slow,15685
Slow,15690
Slow,15700
Standard,15703
Slow,15704
Slow,15706
Slow,15707
Slow,15710
Slow,15718
Slow,15720
Standard,15730
Slow,15735
Slow,15745
Standard,15750
Slow,15755
Slow,15760
Slow,15768
Slow,15770
Slow,15773
Slow,15775
Slow,15780
Slow,15785
Slow,15800
Slow,15801
Standard,15802
Slow,15803
Slow,15804
Standard,15805
Slow,15806
Slow,15807
Slow,15808
Standard,15810
Slow,15811
Slow,15813
Slow,15820
Slow,15823
Slow,15825
Slow,15828
Slow,15830
"Very slow",15840
Slow,15850
Standard,15860
"Very slow",15868
Slow,15870
Slow,15880
Slow,15885
Slow,15890
"Very slow",15895
Slow,15900
Slow,15903
Slow,15910
Slow,15915
"Very slow",15920
Slow,15930
Standard,15940
Slow,15950
Slow,15953
Slow,15960
Slow,15970
Slow,15980
Slow,15990
Slow,15991
Slow,15993
"Very slow",15995
Slow,15996
Slow,15997
Slow,16010
Slow,16011
Slow,16012
Slow,16013
Slow,16015
Standard,16016
Slow,16018
Slow,16020
Slow,16021
Slow,16022
Slow,16025
Slow,16026
Slow,16050
Slow,16052
Slow,16055
Slow,16056
Slow,16057
Priority,16070
Slow,16071
Slow,16072
Slow,16074
Slow,16075
Standard,16078
Slow,16130
Slow,16200
Slow,16201
Slow,16202
Slow,16203
Slow,16204
Standard,16205
Slow,16206
Standard,16207
Slow,16210
Slow,16220
Slow,16230
Slow,16250
Slow,16260
"Very slow",16270
Slow,16290
Slow,16300
Standard,16301
Slow,16303
Slow,16304
Slow,16305
Slow,16306
Slow,16308
Slow,16309
Standard,16340
Slow,16360
Slow,16370
Slow,16400
"Very slow",16401
Slow,16402
Slow,16403
Slow,16430
Slow,16440
Slow,16450
Slow,16500
Slow,16570
Slow,16600
Standard,16640
Slow,16660
Slow,16670
Slow,16700
Standard,16750
Standard,16790
Slow,16800
Slow,16850
Slow,16880
Slow,16900
Slow,16901
Standard,16902
Slow,16903
Slow,16920
Slow,16940
Slow,16950
Slow,16980
Standard,17010
Slow,17011
Slow,17012
Slow,17013
Slow,17014
Slow,17015
"Very slow",17016
Slow,17017
Slow,17018
Slow,17020
Slow,17021
Slow,17022
Slow,17023
Slow,17024
Slow,17025
Standard,17026
Slow,17027
Slow,17030
Slow,17031
Slow,17032
Slow,17033
Slow,17034
Slow,17035
Slow,17039
Slow,17047
Standard,17050
Slow,17051
Slow,17052
Slow,17053
Slow,17054
Slow,17055
"Very slow",17056
Slow,17057
Slow,17060
Slow,17063
Slow,17064
Slow,17065
Standard,17066
Slow,17067
Slow,17110
Slow,17120
Slow,17150
Slow,17160
Slow,17180
Slow,17190
Slow,17201
Slow,17202
Slow,17203
Slow,17204
Standard,17205
Standard,17206
Slow,17207
Standard,17208
Slow,17209
Slow,17210
Slow,17211
Standard,17212
Slow,17213
Standard,17214
Standard,17220
Slow,17230
Slow,17240
Slow,17250
Slow,17260
Standard,17270
Slow,17280
Slow,17290
Slow,17300
Standard,17310
Slow,17320
Slow,17340
Standard,17350
"Very slow",17360
Standard,17370
Slow,17380
"Very slow",17390
Slow,17400
Slow,17410
Slow,17420
Standard,17440
Slow,17455
Slow,17470
Slow,17475
Slow,17480
Slow,17490
Slow,17500
Slow,17501
Slow,17502
Slow,17504
Slow,17505
Slow,17506
Slow,17507
Slow,17509
Slow,17510
Slow,17511
Slow,17512
"Very slow",17513
Slow,17514
Slow,17515
Slow,17516
Slow,17519
Slow,17520
"Very slow",17521
"Very slow",17522
Slow,17523
Slow,17524
Standard,17525
Slow,17526
Slow,17527
Slow,17533
Slow,17540
Slow,17550
Slow,17560
Slow,17570
Slow,17580
Standard,17590
Slow,17600
Slow,17601
Slow,17602
Slow,17603
Slow,17604
Slow,17605
Slow,17606
Slow,17607
Standard,17625
Slow,17650
Slow,17680
Slow,17690
Slow,17700
Slow,17720
Slow,17730
Standard,17740
Standard,17760
Slow,17780
Slow,17800
Slow,17810
Slow,17830
Slow,17860
Slow,17870
Slow,17880
Slow,17890
Slow,17900
Slow,17905
Slow,17920
Slow,17930
Slow,17940
Standard,17950
Slow,17960
"Very slow",17980
"Very slow",17990
Standard,18010
Slow,18013
Slow,18015
Standard,18016
Slow,18017
Standard,18020
Standard,18021
Standard,18022
Priority,18023
Slow,18025
Standard,18030
Standard,18031
Slow,18035
Slow,18040
Slow,18043
Standard,18044
Standard,18045
Slow,18046
Slow,18047
Slow,18048
Slow,18050
Slow,18051
Slow,18052
Slow,18053
Slow,18054
Slow,18055
Slow,18056
Slow,18057
Slow,18060
Slow,18061
Standard,18065
Slow,18066
Slow,18070
Standard,18071
Slow,18072
Standard,18074
Slow,18075
Standard,18076
Standard,18077
Slow,18078
Slow,18079
Slow,18080
Standard,18081
Standard,18085
Slow,18086
Slow,18087
Slow,18090
Standard,18095
Slow,18103
Slow,18105
Standard,18108
Slow,18110
Standard,18111
Standard,18112
Standard,18113
Slow,18114
Slow,18115
Slow,18116
Slow,18117
Slow,18118
Slow,18119
Slow,18120
Slow,18125
Standard,18130
Slow,18131
Slow,18132
Slow,18133
Slow,18134
Slow,18135
Slow,18136
"Very slow",18143
Standard,18145
Slow,18147
Slow,18150
Slow,18160
Slow,18170
"Very slow",18180
Slow,18185
Slow,18190
Slow,18200
"Very slow",18201
Standard,18202
Standard,18203
"Very slow",18205
Slow,18206
Slow,18207
Slow,18208
Standard,18209
Standard,18210
Slow,18211
Slow,18212
Slow,18213
Standard,18214
Slow,18215
Slow,18220
Slow,18230
Slow,18240
Slow,18245
Slow,18250
Slow,18255
Slow,18260
Slow,18270
Slow,18271
Slow,18272
Standard,18273
Slow,18274
Slow,18275
Slow,18276
Slow,18277
Slow,18278
Slow,18279
Slow,18285
Slow,18290
Slow,18300
Slow,18301
Slow,18303
Slow,18304
Slow,18305
Slow,18307
Standard,18310
Slow,18320
Slow,18360
Slow,18380
Slow,18385
Slow,18400
Standard,18401
Slow,18403
Standard,18404
Standard,18405
Slow,18406
Slow,18407
Standard,18408
Standard,18409
Slow,18410
Slow,18411
Slow,18425
"Very slow",18430
Slow,18435
Slow,18440
Slow,18460
Slow,18470
Slow,18480
Slow,18500
"Very slow",18510
Slow,18520
Slow,18530
Slow,18535
Slow,18540
Slow,18550
Slow,18560
Slow,18570
Slow,18580
"Very slow",18590
Slow,18600
Slow,18601
Standard,18602
Slow,18603
Slow,18604
Slow,18605
Slow,18606
Slow,18607
Slow,18608
Slow,18609
Slow,18610
Slow,18611
Slow,18618
Slow,18640
Slow,18650
Slow,18655
Slow,18670
Slow,18680
Slow,18681
Slow,18682
Slow,18683
Slow,18684
Standard,18685
Slow,18690
Slow,18700
Slow,18701
Slow,18703
Slow,18704
Slow,18705
Slow,18706
Slow,18707
Slow,18708
Slow,18710
"Very slow",18720
"Very slow",18725
Slow,18730
Slow,18740
Slow,18745
Slow,18760
Slow,18770
Slow,18775
Slow,18780
Slow,18790
Slow,18800
Slow,18830
Slow,18840
Standard,18860
Slow,18870
Slow,18890
Slow,18900
Slow,18935
Slow,18940
Slow,18950
Slow,18960
Slow,18970
Slow,18980
Standard,18990
Slow,19010
Slow,19013
Slow,19014
Slow,19015
Slow,19020
"Very slow",19023
"Very slow",19024
Slow,19025
Slow,19026
Standard,19027
Slow,19028
Slow,19030
Slow,19031
Slow,19033
Slow,19034
Slow,19035
Standard,19040
Slow,19041
"Very slow",19042
Standard,19045
Slow,19050
Slow,19051
Slow,19053
Slow,19060
Slow,19061
Standard,19062
Slow,19063
Slow,19064
Slow,19065
Slow,19066
Slow,19067
Slow,19070
Slow,19085
Slow,19110
"Very slow",19140
Slow,19160
"Very slow",19180
Standard,19190
Slow,19200
Slow,19210
Slow,19220
Standard,19230
Slow,19260
Slow,19273
"Very slow",19274
Slow,19275
Slow,19280
Slow,19300
"Very slow",19350
Slow,19360
Slow,19400
Standard,19410
Slow,19450
Slow,19470
Slow,19500
Slow,19505
Standard,19560
Slow,19570
Slow,19575
Standard,19580
"Very slow",19590
Slow,19600
Slow,19610
Slow,19640
Standard,19645
Slow,19680
Slow,19700
"Very slow",19740
Slow,19750
Slow,19770
Slow,19780
Slow,19800
Slow,19801
Slow,19802
Standard,19803
"Very slow",19804
Slow,19806
Slow,19807
Slow,19810
Slow,19812
Slow,19813
Slow,19814
Slow,19815
Slow,19816
Slow,19820
Slow,19830
Slow,19840
Slow,19860
Slow,19865
Slow,19870
Slow,19880
Slow,19900
Slow,19901
"Very slow",19902
Standard,19904
Slow,19905
Slow,19906
Slow,19907
Slow,19909
Slow,19910
Slow,19911
Standard,19912
Standard,19913
Slow,19915
Standard,19920
Standard,19930
Slow,19940
Slow,19970
Slow,20010
Slow,20011
Slow,20020
"Very slow",20021
Slow,20030
Slow,20031
Slow,20040
Standard,20041
Slow,20050
Standard,20051
Standard,20060
Slow,20061
Slow,20070
Slow,20071
"Very slow",20080
Slow,20081
Slow,20090
Slow,20091
Slow,20210
Slow,20211
Slow,20220
"Very slow",20221
"Very slow",20230
Slow,20231
Slow,20240
Slow,20241
Slow,20250
Slow,20251
Slow,20260
Slow,20261
"Very slow",20270
Slow,20271
"Very slow",20510
"Very slow",20511
"Very slow",20520
Slow,20521
Slow,20530
Slow,20531
"Very slow",20540
Slow,20541
"Very slow",20550
"Very slow",20551
Slow,20560
"Very slow",20561
"Very slow",20710
Slow,20715
Slow,20720
"Very slow",20725
"Very slow",20730
Slow,20735
Slow,20740
Slow,20745
Slow,20750
"Very slow",20751
Slow,20755
"Very slow",20756
"Very slow",20760
Slow,20761
"Very slow",20765
Slow,20766
Slow,20770
Slow,20771
Slow,20775
Slow,20780
Slow,20785
"Very slow",20910
"Very slow",20921
"Very slow",20930
Slow,20931
Slow,20932
Slow,20940
"Very slow",20941
"Very slow",20943
Slow,20950
Slow,20960
"Very slow",20961
Slow,20970
Standard,20972
Slow,20973
Slow,20975
"Very slow",21010
Slow,21011
"Very slow",21012
Slow,21020
Slow,21021
"Very slow",21030
"Very slow",21031
"Very slow",21032
"Very slow",21040
Slow,21041
Slow,21042
"Very slow",21043
"Very slow",21044
Slow,21046
"Very slow",21050
"Very slow",21051
Slow,21060
"Very slow",21061
"Very slow",21070
Slow,21073
Slow,21210
"Very slow",21211
Slow,21215
"Very slow",21220
Slow,21221
"Very slow",21230
Slow,21231
"Very slow",21235
Slow,21236
"Very slow",21240
"Very slow",21241
Slow,21250
Slow,21310
"Very slow",21311
Slow,21320
Slow,21321
"Very slow",21330
"Very slow",21331
Slow,21340
Slow,21341
"Very slow",21350
Slow,21351
Slow,21360
"Very slow",21361
Slow,21370
Slow,21371
"Very slow",21380
Slow,21510
"Very slow",21511
"Very slow",21512
"Very slow",21515
"Very slow",21520
"Very slow",21532
Slow,21540
"Very slow",21545
Slow,21550
Slow,21555
Slow,21557
"Very slow",21610
"Very slow",21615
"Very slow",21616
"Very slow",21620
"Very slow",21625
"Very slow",21630
"Very slow",21645
"Very slow",21650
"Very slow",21660
"Very slow",21665
Slow,21670
Slow,21675
"Very slow",21710
"Very slow",21715
Slow,21720
Slow,21721
"Very slow",21735
"Very slow",21740
"Very slow",21741
"Very slow",21745
Standard,21746
Slow,21750
"Very slow",21755
"Very slow",21760
Slow,21765
"Very slow",21770
"Very slow",21775
Slow,21810
"Very slow",21820
"Very slow",21825
"Very slow",21830
"Very slow",21831
"Very slow",21832
"Very slow",21840
"Very slow",21842
"Very slow",21843
"Very slow",21850
"Very slow",21853
Slow,21854
Slow,21862
"Very slow",21863
Slow,21864
Slow,21866
"Very slow",21870
Slow,21910
"Very slow",21911
Slow,21920
"Very slow",21921
Slow,21930
Slow,21931
Standard,21932
"Very slow",21940
Slow,21941
"Very slow",22010
Slow,22011
Slow,22020
Slow,22021
Slow,22030
Slow,22031
Slow,22040
Slow,22041
Slow,22050
"Very slow",22051
Slow,22060
Slow,22061
"Very slow",22070
"Very slow",22071
Slow,22080
Slow,22081
Slow,22210
Slow,22211
Slow,22220
Slow,22221
"Very slow",22230
Slow,22231
Slow,22240
Slow,22241
"Very slow",22245
"Very slow",22250
Slow,22251
Slow,22260
Slow,22261
Slow,22270
Slow,22271
Slow,22280
Slow,22281
Slow,22290
Slow,22291
Slow,22410
Slow,22411
Slow,22420
Slow,22421
Slow,22430
"Very slow",22431
"Very slow",22440
"Very slow",22441
Slow,22450
"Very slow",22451
"Very slow",22460
Slow,22461
Slow,22470
Slow,22471
Slow,22610
"Very slow",22611
"Very slow",22620
"Very slow",22630
Slow,22631
Slow,22640
"Very slow",22641
"Very slow",22710
"Very slow",22713
Slow,22715
"Very slow",22720
"Very slow",22725
"Very slow",22730
"Very slow",22733
"Very slow",22735
"Very slow",22740
"Very slow",22743
Slow,22745
"Very slow",22750
"Very slow",22753
"Very slow",22755
"Very slow",22760
Slow,22763
Slow,22765
"Very slow",22770
Slow,22772
"Very slow",22775
Slow,22776
"Very slow",22780
Slow,22783
"Very slow",22790
"Very slow",22795
"Very slow",23010
Slow,23012
"Very slow",23013
Slow,23015
Slow,23016
Slow,23017
Slow,23020
Slow,23025
Slow,23026
Slow,23027
Slow,23028
Slow,23030
Slow,23031
Slow,23032
"Very slow",23033
"Very slow",23035
"Very slow",23036
Slow,23040
Slow,23042
"Very slow",23045
"Very slow",23047
"Very slow",23050
Slow,23052
Slow,23055
Slow,23056
"Very slow",23057
"Very slow",23058
"Very slow",23059
"Very slow",23060
"Very slow",23061
"Very slow",23062
Slow,23063
Slow,23064
"Very slow",23065
"Very slow",23066
Slow,23068
"Very slow",23070
"Very slow",23071
Slow,23073
"Very slow",23075
"Very slow",23080
"Very slow",23081
Slow,23082
Slow,23085
"Very slow",23087
Slow,23088
"Very slow",23090
"Very slow",23092
Slow,23093
"Very slow",23094
"Very slow",23095
Slow,23097
"Very slow",23098
Slow,23510
Slow,23515
Slow,23520
Slow,23525
Slow,23530
"Very slow",23535
Slow,23540
"Very slow",23545
"Very slow",23547
"Very slow",23555
Slow,23560
"Very slow",23565
"Very slow",23570
"Very slow",23573
"Very slow",23575
"Very slow",23580
"Very slow",23585
"Very slow",23587
"Very slow",23595
Slow,23810
Slow,23812
Slow,23815
Slow,23820
Slow,23821
Standard,23822
Standard,23825
Slow,23826
Slow,23830
"Very slow",23831
Slow,23832
